"course_id";"course_title";"Category_1";"Category_2";"url";"num_reviews";"is_paid";"price";"num_subscribers";"num_lectures";"level";"content_duration";"published_timestamp";"rating";"language";"is_subtitle"
22;"AWS Certified Developer - Associate 2017";"IT & Software ";"IT Certification ";"https://www.udemy.com/aws-certified-developer-associate/";3645;"True";200;2295;39;"All Levels";4.0;"2016-05-02T19:26:48Z";5.0;"Hindi";"False"
23;"Arduino Step by Step: Your complete guide";"IT & Software ";"Hardware ";"https://www.udemy.com/arduino-sbs/";1328;"True";75;10149;16;"All Levels";2.0;"2015-05-26T17:25:46Z";3.8;"Japanese";"False"
24;"Command Line Essentials: Git Bash for Windows";"IT & Software ";"Operating Systems ";"https://www.udemy.com/git-bash/";1305;"True";50;1916;23;"Beginner Level";1.0;"2016-12-05T22:14:17Z";3.1;"English";"True"
25;"Cloud Computing With Amazon Web Services";"IT & Software ";"Network & Security ";"https://www.udemy.com/cloud-computing-with-amazon-web-services-part-1/";1145;"True";45;2507;40;"All Levels";2.0;"2016-05-30T18:53:46Z";3.1;"English";"True"
26;"Learn KiCad. Printed Circuit Board Design.";"IT & Software ";"Network & Security ";"https://www.udemy.com/learn-kicad-printed-circuit-board-design/";267;"True";150;5786;50;"All Levels";5.0;"2015-01-31T15:34:05Z";3.7;"English";"False"
27;"Ethical password hacking and protecting";"IT & Software ";"Network & Security ";"https://www.udemy.com/password-hacking/";466;"True";200;5334;42;"All Levels";4.5;"2014-11-28T17:49:03Z";4.0;"English";"True"
28;"Spring Framework Tutorial For Beginners";"IT & Software ";"Other ";"https://www.udemy.com/spring-tutorial-for-beginners/";2441;"True";175;4005;25;"Intermediate Level";2.0;"2015-04-12T20:13:47Z";3.3;"Japanese";"True"
29;"Introduction to Analytics and the Language of SAS";"IT & Software ";"Other ";"https://www.udemy.com/jigsaw-academy-introduction-to-analytics/";677;"True";150;2877;81;"All Levels";4.5;"2016-04-26T22:41:46Z";5.0;"English";"True"
30;"CCNA Security 2016 210-260 Video Boot Camp With Chris Bryant";"IT & Software ";"Network & Security";"https://www.udemy.com/ccnasecurityvideobootcamp/";934;"True";140;1026;37;"Beginner Level";3.0;"2017-06-27T22:21:31Z";4.3;"English";"True"
31;"AWS Certified SysOps Administrator - Associate 2017";"IT & Software ";"IT Certification ";"https://www.udemy.com/aws-certified-sysops-administrator-associate/";1311;"True";95;1165;41;"Beginner Level";2.5;"2017-05-28T23:41:03Z";2.8;"Hindi";"False"
32;"Design 11 applications in Java from Scratch";"IT & Software ";"IT Certification ";"https://www.udemy.com/javatutorial/";125;"True";200;1843;35;"All Levels";1.5;"2016-10-04T15:20:57Z";4.4;"English";"True"
33;"CCNP ROUTE 2016 Free Video Boot Camp:  BGP Success";"IT & Software ";"IT Certification ";"https://www.udemy.com/ccnp-route-boot-camp-redistribution-and-ospf-stub-areas/";316;"True";45;8797;80;"All Levels";6.5;"2015-01-09T03:55:15Z";4.1;"English";"True"
34;"Linux Alternatives to Windows Applications";"IT & Software ";"Operating Systems ";"https://www.udemy.com/linux-alternatives-for-windows-applications/";538;"True";200;1030;22;"All Levels";2.0;"2017-06-01T05:22:08Z";3.1;"Spanish";"True"
35;"Learn Ethical Hacking From Scratch";"IT & Software ";"Network & Security ";"https://www.udemy.com/learn-ethical-hacking-from-scratch/";1860;"True";200;1041;28;"All Levels";1.5;"2017-06-11T19:02:03Z";2.5;"English";"False"
36;"JUnit Tutorial for Beginners - Learn Java Unit Testing ";"IT & Software ";"Other ";"https://www.udemy.com/junit-tutorial-for-beginners-with-java-examples/";1642;"True";195;7884;68;"Intermediate Level";10.0;"2015-05-19T23:25:41Z";4.3;"Japanese";"True"
37;"IT Security and Ethical Hacking";"IT & Software ";"Network & Security ";"https://www.udemy.com/it-security-and-ethical-hacking/";1096;"True";195;16900;52;"Beginner Level";5.5;"2014-12-12T23:58:39Z";3.0;"English";"False"
38;"Microsoft SQL Server - An Introduction";"IT & Software ";"IT Certification ";"https://www.udemy.com/microsoft-sql-server-an-introduction/";714;"True";200;11441;61;"All Levels";4.5;"2016-06-28T06:12:23Z";4.6;"English";"False"
39;"The Complete Wireshark Course: Go from Beginner to Advanced!";"IT & Software ";"Network & Security ";"https://www.udemy.com/wireshark/";524;"True";195;22257;138;"All Levels";7.5;"2014-11-25T23:00:40Z";3.8;"Spanish";"False"
40;"CCNP All-in-1 Video Boot Camp With Chris Bryant";"IT & Software ";"IT Certification ";"https://www.udemy.com/ccnpallinone/";1968;"True";195;8575;110;"All Levels";5.5;"2016-10-10T16:16:26Z";3.7;"Japanese";"True"
41;"Learn Network Hacking From Scratch (WiFi & Wired)";"IT & Software ";"Network & Security ";"https://www.udemy.com/wifi-hacking-penetration-testing-from-scratch/";659;"True";195;24481;174;"All Levels";10.0;"2016-01-21T01:38:48Z";4.3;"Spanish";"False"
42;"Pentester Course:Lite Edition -";"IT & Software ";"Network & Security ";"https://www.udemy.com/kali-linux-tutorials/";281;"True";195;3811;103;"All Levels";6.5;"2017-03-30T22:17:09Z";4.7;"Japanese";"True"
43;"Become CISS: Complete Certified Ethical Hacking Training 3.0";"IT & Software ";"Network & Security ";"https://www.udemy.com/it-security-beginner-certified-hacking-training/";428;"True";195;4991;79;"Beginner Level";11.5;"2017-03-29T22:36:05Z";4.8;"Japanese";"True"
44;"Wi-Fi Hacking with Kali";"IT & Software ";"Network & Security ";"https://www.udemy.com/wi-fi-hacking-with-kali/";223;"True";115;7489;25;"Intermediate Level";1.0;"2015-10-22T21:54:28Z";2.7;"English";"False"
45;"Master Computers - From Beginner to Expert in One Week";"IT & Software ";"Network & Security ";"https://www.udemy.com/computers/";257;"True";200;20195;227;"All Levels";16.0;"2014-10-27T22:01:36Z";2.8;"English";"False"
46;"How To Start Business With Offline Business Applications";"IT & Software ";"Other ";"https://www.udemy.com/how-to-make-10k-per-month-with-offline-business-applications/";139;"True";150;10042;43;"All Levels";3.0;"2015-10-22T00:03:48Z";3.9;"Japanese";"False"
47;"Cisco CCNA Network Fundamentals Chapter 1";"IT & Software ";"Network & Security";"https://www.udemy.com/cisco-ccna-network-fundementals-chapter-1/";634;"True";95;367;35;"All Levels";5.0;"2017-06-21T23:18:47Z";3.6;"English";"False"
48;"Learn Burp Suite, the Nr. 1 Web Hacking Tool";"IT & Software ";"Network & Security ";"https://www.udemy.com/burp-suite/";432;"True";200;10603;42;"All Levels";5.5;"2014-10-12T21:19:11Z";2.5;"English";"True"
49;"Game Apps - How To Make Games For iPhone, Android, Windows";"IT & Software ";"Other ";"https://www.udemy.com/game-apps-how-to-make-games-for-iphone-android-windows/";167;"True";190;1197;46;"All Levels";5.0;"2017-05-24T23:02:07Z";4.5;"Spanish";"False"
50;"Learn ISIS for IPv4 and  IPv6";"IT & Software ";"IT Certification ";"https://www.udemy.com/learn-isis-for-ipv4-and-ipv6/";120;"True";150;2893;62;"All Levels";2.0;"2016-08-10T15:27:06Z";3.8;"Spanish";"False"
51;"CentOS and Red Hat Linux to Certified System Administrator!";"IT & Software ";"Operating Systems ";"https://www.udemy.com/red-hat-linux-centos-rhcsa/";646;"True";200;1580;53;"Expert Level";2.0;"2017-05-02T21:20:54Z";4.8;"Hindi";"True"
52;"Learn the Methods of Facebook hacking in Ethical Way";"IT & Software ";"Network & Security ";"https://www.udemy.com/facebook-ethical-hacking-and-online-social-network-security/";999;"True";95;10605;77;"All Levels";3.0;"2014-10-24T18:13:49Z";3.6;"Japanese";"True"
53;"CompTIA Network+ Certification; N10-006. The Total Course.";"IT & Software ";"IT Certification ";"https://www.udemy.com/comptia-network-certification-n10-006-the-total-course/";2557;"True";125;2996;23;"Intermediate Level";2.0;"2015-03-09T00:24:38Z";3.1;"Spanish";"False"
54;"SOC Verification using SystemVerilog";"IT & Software ";"Hardware ";"https://www.udemy.com/soc-verification-systemverilog/";918;"True";30;6219;20;"All Levels";1.0;"2017-02-14T04:42:58Z";5.0;"Japanese";"True"
55;"How To Begin Your Career As a SQL Server DBA";"IT & Software ";"Other ";"https://www.udemy.com/how-to-become-a-real-world-sql-server-dba/";454;"True";200;1113;17;"All Levels";1.5;"2017-04-02T21:46:00Z";3.1;"English";"False"
56;"Understanding Cisco Certifications (Easy Steps)";"IT & Software ";"IT Certification ";"https://www.udemy.com/understanding-cisco-certifications-easy-steps/";472;"True";60;8314;47;"Beginner Level";4.0;"2015-01-24T06:31:19Z";4.0;"English";"False"
57;"Introduction to the World of Cisco for complete beginners";"IT & Software ";"Network & Security ";"https://www.udemy.com/introduction-to-the-world-of-cisco-for-complete-beginners/";446;"True";200;5572;33;"Beginner Level";5.5;"2014-03-27T17:58:37Z";3.1;"English";"True"
58;"Introduction To Python For Ethical Hacking";"IT & Software ";"Network & Security ";"https://www.udemy.com/python-for-ethical-hacking/";125;"True";145;1433;15;"Intermediate Level";1.0;"2016-05-09T05:44:33Z";3.8;"English";"False"
59;"The Complete Ethical Hacking Course for 2016/2017!";"IT & Software ";"Network & Security ";"https://www.udemy.com/hacking-complete/";401;"True";20;936;11;"Intermediate Level";1.5;"2017-04-11T00:59:50Z";3.0;"English";"False"
60;"Wireshark Tutorial - Get Wireshark Certification";"IT & Software ";"Network & Security ";"https://www.udemy.com/wireshark-tutorial/";249;"True";200;658;19;"All Levels";1.0;"2017-06-02T18:12:45Z";4.0;"Spanish";"False"
61;"Learn Brackets - The Open Source Text Editor";"IT & Software ";"IT Certification ";"https://www.udemy.com/brackets/";599;"True";105;8121;40;"All Levels";3.5;"2016-10-18T00:51:59Z";2.8;"Japanese";"True"
62;"Rapidly Building Apps on the Cloud";"IT & Software ";"Other ";"https://www.udemy.com/building-highly-scalable-apps-on-the-cloud/";137;"True";60;4187;79;"Beginner Level";9.0;"2016-02-29T18:45:41Z";4.4;"Hindi";"False"
63;"Big Data and Hadoop for Beginners - with Hands-on!";"IT & Software ";"IT Certification ";"https://www.udemy.com/big-data-and-hadoop-for-beginners/";142;"True";155;9445;38;"All Levels";4.5;"2014-02-19T19:04:28Z";4.8;"Spanish";"True"
64;"Cisco CCNA Spanning Tree Basics";"IT & Software ";"Network & Security";"https://www.udemy.com/cisco-ccna-spanning-tree-basics/";178;"True";200;3255;102;"All Levels";8.5;"2016-06-20T20:17:12Z";3.9;"English";"False"
65;"Ethical Hacking Beginners Course: Facebook & Phone hacking";"IT & Software ";"Network & Security ";"https://www.udemy.com/advanced-real-world-hacking-with-practical-videos/";135;"True";185;7941;40;"All Levels";6.5;"2014-08-11T08:01:14Z";3.1;"English";"False"
66;"SAP BusinessObjects Business Intelligence - An Introduction";"IT & Software ";"Other ";"https://www.udemy.com/sap-businessobjects-business-intelligence-an-introduction/";396;"True";150;1680;76;"All Levels";5.5;"2016-11-26T04:09:14Z";4.8;"Spanish";"True"
67;"Introduction to TypeScript";"IT & Software ";"IT Certification ";"https://www.udemy.com/typescript/";1083;"True";180;10100;45;"Beginner Level";11.0;"2013-02-25T11:36:06Z";5.0;"Japanese";"True"
68;"The Complete Ethical Hacking with Kali for Beginners!";"IT & Software ";"Network & Security ";"https://www.udemy.com/kali-training/";289;"True";125;5050;26;"All Levels";1.5;"2015-02-10T04:21:40Z";2.9;"Japanese";"False"
69;"Data Analytics using Hadoop eco system";"IT & Software ";"Other ";"https://www.udemy.com/data-analytics-using-hadoop-in-2-hours/";202;"True";200;2310;26;"All Levels";3.5;"2016-10-05T17:42:52Z";4.0;"Spanish";"False"
70;"Aprendendo terminal Linux pondo a mão na massa!";"IT & Software ";"Operating Systems ";"https://www.udemy.com/aprendalinux/";846;"True";185;5528;32;"All Levels";3.0;"2015-02-19T11:31:27Z";4.8;"English";"False"
71;"Learn Linux Administration and Supercharge Your Career";"IT & Software ";"Operating Systems ";"https://www.udemy.com/linux-administration/";808;"True";125;6451;28;"All Levels";5.0;"2014-04-16T13:58:31Z";3.6;"Spanish";"True"
72;"Build an Advanced Keylogger using C++ for Ethical Hacking!";"IT & Software ";"Network & Security ";"https://www.udemy.com/how-to-create-an-advanced-keylogger-from-scratch-for-windows/";241;"True";95;12394;30;"Beginner Level";2.5;"2015-02-20T21:39:41Z";3.7;"English";"False"
73;"Introduction to Windows Server 2012 & Linux for Beginners";"IT & Software ";"Operating Systems ";"https://www.udemy.com/intro-to-windows-linux-for-beginners/";550;"True";200;1793;15;"All Levels";1.0;"2017-03-03T21:43:05Z";3.5;"English";"True"
74;"Certified WhiteHat Hacker Level 1 ( CWHH Level 1)";"IT & Software ";"Network & Security ";"https://www.udemy.com/certified-whitehat-hacker-level-1/";633;"True";20;3223;23;"All Levels";1.0;"2016-03-30T15:29:03Z";3.6;"Hindi";"True"
75;"A to Z Ethical Hacking Course";"IT & Software ";"Network & Security ";"https://www.udemy.com/a-to-z-ethical-hacking-course/";111;"True";60;16385;45;"Beginner Level";3.0;"2014-09-02T03:53:13Z";4.8;"Spanish";"True"
76;"Learn Essential Javascript Fundamentals";"IT & Software ";"Other ";"https://www.udemy.com/learn-javascript-fundamentals-in-an-hour/";200;"True";200;1487;18;"All Levels";2.0;"2017-03-08T21:09:41Z";4.2;"Spanish";"True"
77;"Eclipse Tutorial For Beginners : Learn Java IDE in 10 Steps";"IT & Software ";"Other ";"https://www.udemy.com/eclipse-java-tutorial-for-beginners/";393;"True";200;2951;60;"All Levels";4.0;"2016-05-04T05:22:32Z";2.5;"English";"True"
78;"CCNP Switch 642-813 Implementing Cisco IP Switched Networks";"IT & Software ";"IT Certification ";"https://www.udemy.com/ccnpswitch/";258;"True";120;2697;15;"All Levels";1.0;"2015-08-13T18:58:05Z";4.0;"English";"True"
79;"CCNP Route 642-902 Implementing Cisco IP Routing";"IT & Software ";"IT Certification ";"https://www.udemy.com/ccnproute/";314;"True";150;3979;39;"Beginner Level";5.0;"2016-11-09T01:45:20Z";4.6;"English";"False"
80;"The Complete Cyber Security Course : Hacking Exposed!";"IT & Software ";"Network & Security ";"https://www.udemy.com/the-complete-internet-security-privacy-course-volume-1/";1274;"True";25;3190;45;"All Levels";4.0;"2016-02-03T17:10:31Z";4.9;"Japanese";"True"
81;"Cisco CCNA Getting Started";"IT & Software ";"Network & Security";"https://www.udemy.com/cisco-ccna-getting-started/";148;"True";200;1406;54;"Expert Level";1.5;"2017-01-18T20:55:27Z";2.8;"English";"False"
82;"Microsoft Windows Server 2012 Certification - Exam 70-410 ";"IT & Software ";"Network & Security ";"https://www.udemy.com/server-2012-exam-70-410-tutorial/";593;"True";160;4252;24;"All Levels";2.0;"2014-09-19T04:07:58Z";3.0;"Spanish";"True"
83;"jQuery for Absolute Beginners";"IT & Software ";"Other ";"https://www.udemy.com/jquery-for-absolute-beginners/";227;"True";20;11958;134;"Beginner Level";11.5;"2014-10-02T09:16:55Z";3.7;"Japanese";"False"
84;"Learn Hadoop, MapReduce and BigData from Scratch ";"IT & Software ";"Network & Security ";"https://www.udemy.com/learn-hadoop-mapreduce-and-bigdata-from-scratch/";204;"True";95;7743;33;"Beginner Level";1.5;"2015-09-10T00:30:48Z";2.5;"Spanish";"False"
85;"Java OOPS (Object Oriented Programming) Concepts";"IT & Software ";"Other ";"https://www.udemy.com/learn-object-oriented-programming-in-java/";631;"True";50;2134;5;"All Levels";1.0;"2016-07-13T18:37:40Z";4.6;"English";"True"
86;"Real World SQL Server From The Ground Up";"IT & Software ";"Other ";"https://www.udemy.com/real-world-sql-server-from-the-ground-up/";148;"True";200;1214;20;"All Levels";1.5;"2016-10-07T04:58:46Z";4.3;"Japanese";"False"
87;"Kali Linux, Ethical Hacking and Pen Testing for Beginners";"IT & Software ";"Network & Security ";"https://www.udemy.com/a-beginners-guide-to-kali-ethical-hacking-and-pen-testing/";80;"True";20;3870;10;"All Levels";1.0;"2016-03-21T21:09:49Z";3.7;"English";"True"
88;"VLSI - Essential concepts and detailed interview guide";"IT & Software ";"Network & Security ";"https://www.udemy.com/vlsi-academy/";352;"True";200;2146;49;"All Levels";4.5;"2015-06-16T22:43:07Z";4.5;"Hindi";"True"
89;"FREE Microsoft Dynamics CRM Course";"IT & Software ";"IT Certification ";"https://www.udemy.com/microsoft-dynamics-crm-introduction-course/";702;"True";195;484;19;"Beginner Level";1.0;"2017-03-14T18:30:55Z";4.6;"English";"False"
90;"A Gentle Introduction to Python Programming";"IT & Software ";"Other ";"https://www.udemy.com/a-gentle-introduction-to-python-programming/";169;"True";200;1057;14;"All Levels";1.5;"2017-01-11T20:48:19Z";3.7;"English";"True"
91;"Free CCNP SWITCH Video Boot Camp:  HSRP And Security";"IT & Software ";"IT Certification ";"https://www.udemy.com/chrisbryantfreeccnpswitchvideobootcamp/";138;"True";20;1754;49;"Intermediate Level";2.5;"2016-06-30T17:06:46Z";3.6;"Japanese";"True"
92;"Oracle SQL - Step by Step SQL";"IT & Software ";"Other ";"https://www.udemy.com/oracle-sql-step-by-step-approach/";739;"True";20;1239;6;"Beginner Level";0.7;"2017-05-23T16:07:09Z";3.8;"Hindi";"True"
93;"Cisco Network CCNP BGP ";"IT & Software ";"Network & Security ";"https://www.udemy.com/networkingstepbystep-bgp/";107;"True";95;2493;108;"All Levels";9.5;"2015-01-31T19:02:09Z";4.8;"English";"False"
94;"How Hackers Infiltrate Computers Using Trojans";"IT & Software ";"Network & Security ";"https://www.udemy.com/hacking-tools/";82;"True";150;2602;57;"Beginner Level";5.0;"2015-10-28T17:32:56Z";3.4;"English";"True"
95;"Windows Server 2012 Administration for Beginners";"IT & Software ";"Operating Systems ";"https://www.udemy.com/windows-server-2012-for-beginners/";787;"True";40;2000;9;"All Levels";1.0;"2015-04-13T20:28:04Z";3.1;"Spanish";"True"
96;"Citrix XenServer 6.0 Administration - Installation Guide";"IT & Software ";"Network & Security ";"https://www.udemy.com/xenserver-60-administration-installation-guide/";215;"False";0;1514;11;"Beginner Level";0.55;"2017-03-23T22:19:57Z";4.0;"English";"True"
97;"MySQL Database Development for Beginners";"IT & Software ";"Other ";"https://www.udemy.com/mysql-database-development-for-beginners/";147;"True";20;1361;14;"Intermediate Level";3.0;"2016-10-04T23:38:32Z";5.0;"English";"False"
98;"Automation Testing with QTP";"IT & Software ";"IT Certification ";"https://www.udemy.com/software-testing-qtp-tutorial-advanced-automated-framework/";116;"True";100;61;30;"Beginner Level";1.5;"2017-06-09T17:01:05Z";4.7;"Hindi";"False"
99;"Aprenda SQL do Zero! ";"IT & Software ";"Other ";"https://www.udemy.com/aprenda-sql-do-zero/";1378;"True";75;1513;60;"All Levels";5.5;"2015-08-04T19:16:51Z";4.4;"English";"True"
100;"Java Programming for Mobile Developers";"IT & Software ";"Other ";"https://www.udemy.com/java-programming-for-mobile-developers/";70;"True";20;1374;9;"Beginner Level";2.0;"2016-01-14T18:58:56Z";3.9;"Japanese";"True"
101;"Javascript and jQuery Basics for Beginners";"IT & Software ";"Other ";"https://www.udemy.com/javascript-and-jquery-basics-for-beginners/";179;"True";40;2103;6;"All Levels";1.5;"2015-04-12T22:28:45Z";3.2;"English";"True"
102;"HTML5 and CSS3 Fundamentals";"IT & Software ";"Other ";"https://www.udemy.com/html5-fundamentals-for-beginners/";639;"True";20;1480;25;"Beginner Level";1.5;"2016-03-21T17:00:37Z";3.0;"Hindi";"False"
103;"Windows Server 2012 System Administration: Get an IT Job!";"IT & Software ";"Operating Systems ";"https://www.udemy.com/systems-administration-101-active-directory/";728;"True";25;2516;20;"All Levels";1.5;"2015-01-08T13:55:52Z";3.8;"Spanish";"True"
104;"Introduction to SAN and NAS Storage";"IT & Software ";"Other ";"https://www.udemy.com/storageintro/";399;"False";0;50855;15;"Beginner Level";1.5;"2013-12-25T19:53:34Z";3.7;"Japanese";"False"
105;"Whitehat Hacking and Penetration Testing Tutorial Video";"IT & Software ";"Network & Security ";"https://www.udemy.com/whitehat-hacking-and-penetration-testing/";211;"True";50;1971;20;"Beginner Level";1.5;"2015-12-03T17:08:10Z";4.0;"English";"False"
106;"Homebaked | Raspberry Pi + Django Home Server";"IT & Software ";"Network & Security ";"https://www.udemy.com/homebaked-raspberry-pi-django/";60;"True";200;837;19;"All Levels";1.0;"2016-10-03T17:32:40Z";3.2;"English";"False"
107;"Java Web Services";"IT & Software ";"Other ";"https://www.udemy.com/java-web-services/";1456;"False";0;17160;23;"All Levels";1.0;"2014-08-29T20:10:38Z";5.0;"English";"False"
108;"CCNA Security and CCNP Security 2016  With Baldev Part::1";"IT & Software ";"Network & Security";"https://www.udemy.com/ccnp-security-300-206_senss-with-b-s-deshwal-ccie-37094/";415;"True";195;1723;24;"Beginner Level";1.0;"2015-12-14T18:29:57Z";3.5;"Japanese";"True"
109;"Cisco Careers: Want to Earn 100K+ as a Cisco Engineer?";"IT & Software ";"IT Certification ";"https://www.udemy.com/cisco-engineer-ccna-course-blueprint-101/";255;"False";0;6811;51;"All Levels";2.0;"2016-08-05T17:03:15Z";4.6;"English";"False"
110;"C and C++ Programming : Step-by-Step Tutorial";"IT & Software ";"IT Certification ";"https://www.udemy.com/c-and-c-programming/";51;"True";20;2060;30;"All Levels";4.5;"2016-01-28T21:43:31Z";3.8;"Hindi";"False"
111;"Selenium with C# and Java Titbits";"IT & Software ";"IT Certification ";"https://www.udemy.com/selenium-csharp-and-java-titbits/";139;"True";150;2318;16;"All Levels";5.0;"2014-12-31T03:29:21Z";3.3;"English";"False"
112;"The Complete Cyber Security Course : Network Security!";"IT & Software ";"Network & Security ";"https://www.udemy.com/network-security-course/";402;"True";95;2153;13;"Beginner Level";1.5;"2015-07-27T18:39:51Z";3.9;"English";"False"
113;"10 Things Every Production SQL Server Should Have";"IT & Software ";"Operating Systems ";"https://www.udemy.com/10-things-every-production-sql-server-should-have/";123;"False";0;19339;9;"Beginner Level";2.0;"2014-03-31T21:35:06Z";3.1;"Japanese";"True"
114;"How to publish an Android App on Google Play Store";"IT & Software ";"Other ";"https://www.udemy.com/how-to-publish-an-android-app-the-right-way/";153;"True";20;3177;8;"All Levels";1.0;"2015-04-16T17:35:54Z";4.0;"English";"True"
115;"Intro to AWS Certified Solutions Architect Associate Exam";"IT & Software ";"IT Certification ";"https://www.udemy.com/aws-certified-solutions-architect-associate-in-30-days/";555;"True";150;1535;462;"All Levels";62.0;"2016-06-03T17:42:27Z";2.7;"Hindi";"False"
116;"Learn Maven";"IT & Software ";"Other ";"https://www.udemy.com/learn-maven/";208;"True";20;1027;25;"All Levels";1.5;"2016-07-18T22:38:56Z";4.4;"English";"True"
117;"AWS Concepts";"IT & Software ";"Other ";"https://www.udemy.com/aws-concepts/";720;"True";25;307;5;"All Levels";0.133333333333333;"2017-05-01T18:50:43Z";4.4;"English";"True"
118;"Introduction to Collections & Generics in Java";"IT & Software ";"Other ";"https://www.udemy.com/introduction-to-generics-in-java/";317;"True";150;2096;29;"All Levels";0.683333333333333;"2015-08-24T22:16:54Z";3.8;"English";"False"
